run_id,config_name,split_protocol,model,evaluation_split,seed,metric,value
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,accuracy,0.6715073282237461
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,balanced_accuracy,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,macro_precision,0.3357536641118731
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,macro_recall,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,macro_f1,0.4017375915051082
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,weighted_f1,0.5395394734372758
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,brier_score,0.2206212839400021
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,log_loss,0.6331882542544733
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,ece_10,0.0060039632285642
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,true_negatives,0.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,false_positives,2443.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,false_negatives,0.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,majority,test,42,true_positives,4994.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,n,6178.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,accuracy,0.3180640984137261
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,balanced_accuracy,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,macro_precision,0.159032049206863
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,macro_recall,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,macro_f1,0.2413115559376151
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,weighted_f1,0.1535050849522219
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,brier_score,0.2730808947684457
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,log_loss,0.7395095443853158
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,ece_10,0.2370265112903113
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,true_negatives,1965.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,false_positives,0.0
